school_name,mainlevel_code,Longitude,Latitude
Iroha Kindergarten,PRESCHOOL,103.880481033646,1.30802739309345
Jamiyah Kindergarten,PRESCHOOL,103.878782315215,1.31037917826092
Jenius Kindergarten (Hougang),PRESCHOOL,103.883566207276,1.37757028719603
Jessin Kindergarten,PRESCHOOL,103.848428648728,1.33628535356382
Josiah Montessori Kindergarten,PRESCHOOL,103.95990645157,1.35436981239791
Joyful Jenius Preschool,PRESCHOOL,103.871416986034,1.37368392065322
Jurong Calvary Kindergarten,PRESCHOOL,103.723491063579,1.33319032715908
Kampung Siglap Mosque Kindergarten,PRESCHOOL,103.927555072181,1.30985531851086
Kay Poh Road Baptist Kindergarten,PRESCHOOL,103.829094847341,1.2966110301461
Khalsa Kindergarten,PRESCHOOL,103.858317001214,1.31429090538593
Kim Keat Christian Church Kindergarten,PRESCHOOL,103.865899484003,1.32441877850457
Kizroo Kindergarten,PRESCHOOL,103.793133806944,1.33899462699318
Little Hands Montessori Kindergarten,PRESCHOOL,103.829090071464,1.30152875524138
Little Leader Kindergarten,PRESCHOOL,103.828762992395,1.43061828858562
Little Moppets Preschool @ Tampines Pte Ltd,PRESCHOOL,103.958367363018,1.35825225017841
Little Oaks Montessori Kindergarten,PRESCHOOL,103.81184648166,1.31973694768009
Little Ones Kindergarten,PRESCHOOL,103.779997544892,1.31396623259279
Little Seeds Preshool @ PPHBC,PRESCHOOL,103.785736404322,1.28035246795484
Little Shepherds' Schoolhouse@Blessed Sacrament Church,PRESCHOOL,103.798802361393,1.29580363679915
Little Shepherds' Schoolhouse@Church of St Francis of Assisi (BL),PRESCHOOL,103.710984438404,1.3479017381122
Little Shepherds' Schoolhouse@Church of St Francis Xavier,PRESCHOOL,103.863529970358,1.35864949579806
Little Shepherds' Schoolhouse@Church of the Holy Family,PRESCHOOL,103.906924696743,1.30680767028152
Little Shepherds' Schoolhouse@Church of the Holy Trinity,PRESCHOOL,103.949335266876,1.34884144915907
Little Shepherds' Schoolhouse@Church of the Nativity,PRESCHOOL,103.89768488976,1.37415859812668
Little Shepherds' Schoolhouse@St Anne’s Church,PRESCHOOL,103.901675482455,1.39188938660765
Little Shepherds’ Schoolhouse@Church of St Francis of Assisi-JW,PRESCHOOL,103.716391798561,1.35135367421172
Little Skittles International Preschool,PRESCHOOL,103.889075335163,1.29847421984102
Little Woods Montessori Preschool,PRESCHOOL,103.838418626675,1.318880172033
LittleSparks Montessori Kindergarten,PRESCHOOL,103.9192457393,1.31565624480678
Living Sanctuary Kindergarten,PRESCHOOL,103.891400629514,1.35598783571519
Lodestar Montessori Preschool Pte. Ltd.,PRESCHOOL,103.890411448921,1.3606195338974
Lumiere Montessori House,PRESCHOOL,103.869823852198,1.34715334915269
Mahad Al-Nasry @ Sengkang kindergarten,PRESCHOOL,103.90112110053,1.39171000864575
Maplebear Gracefields Pte Ltd,PRESCHOOL,103.824478746174,1.30058937406418
Maris Stella Kindergarten,PRESCHOOL,103.80830854784,1.30885962108237
Masterminds Montessori Kindergarten,PRESCHOOL,103.796775591581,1.3240852932704
MFC Kindergarten (Broadrick Road),PRESCHOOL,103.890672262722,1.29979210412369
MFC Kindergarten (Newton),PRESCHOOL,103.841298120018,1.3179874009657
Milagros de Montessori School - Queens Close,PRESCHOOL,103.799914667228,1.29327263801381
Modern Montessori Kindergarten,PRESCHOOL,103.929290138295,1.3114160316427
Monte Kidz World (Pasir Ris),PRESCHOOL,103.9419163678,1.37860717814264
Montessori Children's House Kindergarten,PRESCHOOL,103.790714530768,1.33216945979755
Morning Glory Preschool,PRESCHOOL,103.726034875626,1.35281998120377
Muhammadiyah Kindergarten,PRESCHOOL,103.915442440453,1.32303429054426
Mujahidin Mosque Kindergarten,PRESCHOOL,103.800866440185,1.29814970833183
MY FIRST SKOOL (DS),PRESCHOOL,103.79603161214,1.44392118162242
My Montessori Preschool @ Bullion,PRESCHOOL,103.836623070687,1.39159864463172
My Prep School,PRESCHOOL,103.925259997195,1.30738625389381
My Prep School (Montessori) Pte Ltd,PRESCHOOL,103.941364023845,1.31834306626229
NAFA Arts Preschool,PRESCHOOL,103.913935302828,1.30976053359835
Nanyang Children School,PRESCHOOL,103.808207365852,1.2736347666166
Nanyang Kindergarten,PRESCHOOL,103.805567260134,1.31805747108795
Nanyang Kindergarten,PRESCHOOL,103.806468060985,1.32111548488684
New Life Kindergarten,PRESCHOOL,103.777376784519,1.44503089438486
Newton Kindergarten,PRESCHOOL,103.840838759034,1.3141001527103
P&J Montessori Kindergarten Pte Ltd,PRESCHOOL,103.8262492865,1.35731806381721
Paper Scissors Stone Montessori Kindergarten,PRESCHOOL,103.96142702251,1.34361876947741
Paper Scissors Stone Montessori Kindergarten (Bedok Reservoir Branch),PRESCHOOL,103.925744931429,1.33663363062983
Paya Lebar Methodist Church Covenant Kindergarten,PRESCHOOL,103.875635643684,1.35266365141095
PCF Sparkletots Preschool @ Admiralty Blk 501 (KN),PRESCHOOL,103.792007005269,1.43292523050057
PCF Sparkletots Preschool @ Admiralty Blk 581 (DS),PRESCHOOL,103.796403908477,1.42989029250495
PCF Sparkletots Preschool @ Admiralty Blk 687B (DS),PRESCHOOL,103.80716195226,1.44188537579834
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 452 (DS),PRESCHOOL,103.896307995728,1.37849144238889
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 535 (DS),PRESCHOOL,103.890133776807,1.37644173875211
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 632 (DS),PRESCHOOL,103.880591946023,1.37056741706024
PCF Sparkletots Preschool @ Ayer Rajah Blk 276D (KN),PRESCHOOL,103.704411154849,1.35344765989071
PCF Sparkletots Preschool @ Ayer Rajah Blk 48 (DS),PRESCHOOL,103.739967674523,1.32049772842144
PCF Sparkletots Preschool @ Ayer Rajah Blk 750 (KN),PRESCHOOL,103.699191896846,1.34793710590411
PCF Sparkletots Preschool @ Bedok Blk 30 (DS),PRESCHOOL,103.9364238972,1.32352677837468
PCF Sparkletots Preschool @ Bedok Reservoir Punggol Blk 414 (DS),PRESCHOOL,103.895995988498,1.37490432555168
PCF Sparkletots Preschool @ Bedok Reservoir Punggol Blk 475C (DS),PRESCHOOL,103.899995257604,1.37521818176541
PCF Sparkletots Preschool @ Bedok Reservoir Punggol Blk 713 (DS),PRESCHOOL,103.922392174488,1.33631179918593
PCF Sparkletots Preschool @ Bishan East-Thomson Blk 197 (KN),PRESCHOOL,103.850673738514,1.34909907233261
PCF Sparkletots Preschool @ Bishan East-Thomson Blk 309 (KN),PRESCHOOL,103.83758515995,1.35091296116051
PCF Sparkletots Preschool @ Boon Lay Blk 207 (DS),PRESCHOOL,103.713568354858,1.34658609503224
PCF Sparkletots Preschool @ Boon Lay Blk 262 (KN),PRESCHOOL,103.707299110086,1.34480139424944
PCF Sparkletots Preschool @ Boon Lay Blk 631 (KN),PRESCHOOL,103.700135375227,1.34305786631261
PCF Sparkletots Preschool @ Braddell Heights Blk 417 (DS),PRESCHOOL,103.875055744068,1.34993638310019
PCF Sparkletots Preschool @ Brickland Blk 801 (DS),PRESCHOOL,103.743449894478,1.37524902480592
PCF Sparkletots Preschool @ Bukit Batok Blk 148 (KN),PRESCHOOL,103.743590949149,1.34927161964367
PCF Sparkletots Preschool @ Bukit Batok Blk 180 (KN),PRESCHOOL,103.742841023535,1.34555791776478
PCF Sparkletots Preschool @ Bukit Batok East Blk 241 (KN),PRESCHOOL,103.754544471049,1.35089522190172
PCF Sparkletots Preschool @ Bukit Batok East Blk 285C (KN),PRESCHOOL,103.746604061696,1.33788839482395
PCF Sparkletots Preschool @ Bukit Batok East Blk 289G (KN),PRESCHOOL,103.758784102186,1.34504259059526
PCF Sparkletots Preschool @ Bukit Gombak Blk 535 (DS),PRESCHOOL,103.750399552477,1.35497074807121
PCF Sparkletots Preschool @ Bukit Panjang Blk 422 (KN),PRESCHOOL,103.769635356959,1.38505147335169
PCF Sparkletots Preschool @ Bukit Timah Blk 312B (DS),PRESCHOOL,103.764454610814,1.31965595018251
PCF Sparkletots Preschool @ Buona Vista Blk 4 (DS),PRESCHOOL,103.795646465964,1.30796826387313
PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS),PRESCHOOL,103.796796439331,1.30164998575649
PCF Sparkletots Preschool @ Canberra Blk 330 (DS),PRESCHOOL,103.81781164141,1.44680506942243
PCF Sparkletots Preschool @ Canberra Blk 487 (KN),PRESCHOOL,103.816118265341,1.45545241106284
PCF Sparkletots Preschool @ Changi-Simei Blk 119 (KN),PRESCHOOL,103.95189783774,1.34375760745108
PCF Sparkletots Preschool @ Changi-Simei Blk 131 (KN),PRESCHOOL,103.953954323795,1.34550516127234
PCF Sparkletots Preschool @ Cheng San-Seletar Blk 435 (KN),PRESCHOOL,103.854214320416,1.36770367492704
PCF Sparkletots Preschool @ Cheng San-Seletar Blk 533 (KN),PRESCHOOL,103.85300192794,1.37416922383175
PCF Sparkletots Preschool @ Cheng San-Seletar Blk 556 (DS),PRESCHOOL,103.857625376965,1.37203235928374
PCF Sparkletots Preschool @ Chong Pang Blk 107 (KN),PRESCHOOL,103.827520205691,1.43221807457959
PCF Sparkletots Preschool @ Chong Pang Blk 122 (KN),PRESCHOOL,103.831124799259,1.43499758064097
PCF Sparkletots Preschool @ Chua Chu Kang Blk 10 (KN),PRESCHOOL,103.755211079769,1.38047054364369
PCF Sparkletots Preschool @ Clementi Blk 330 (DS),PRESCHOOL,103.767781829665,1.31374469736137
PCF Sparkletots Preschool @ Eunos Blk 616 (KN),PRESCHOOL,103.91499105001,1.33182712339744
PCF Sparkletots Preschool @ Fengshan Blk 126 (DS),PRESCHOOL,103.938917895267,1.3281682927413
PCF Sparkletots Preschool @ Fernvale Blk 416A (DS),PRESCHOOL,103.879963567349,1.39061196174241
PCF Sparkletots Preschool @ Geylang Serai Blk 11 (KN),PRESCHOOL,103.904424351981,1.32180028460211
PCF Sparkletots Preschool @ Henderson-Dawson Blk 124A (KN),PRESCHOOL,103.8227818257,1.28488703815263
PCF Sparkletots Preschool @ Hong Kah North Blk 319 (KN),PRESCHOOL,103.746516661112,1.36139507262983
PCF Sparkletots Preschool @ Hong Kah North Blk 338 (KN),PRESCHOOL,103.750672681713,1.36353416384198
PCF Sparkletots Preschool @ Hong Kah North Blk 446 (DS),PRESCHOOL,103.739086387409,1.35017338232674
PCF Sparkletots Preschool @ Hougang Blk 328 (DS),PRESCHOOL,103.896534516217,1.36874824412798
PCF Sparkletots Preschool @ Jalan Kayu Blk 518 (DS),PRESCHOOL,103.874102223007,1.37164172621645
PCF Sparkletots Preschool @ Jalan Kayu Blk 970 (DS),PRESCHOOL,103.880363807334,1.37879978868231
PCF Sparkletots Preschool @ Jalan Kayu Blk 987C (DS),PRESCHOOL,103.878283916604,1.37939224446677
PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 999 (DS),PRESCHOOL,103.879946273543,1.38456386152601
PCF Sparkletots Preschool @ Joo Chiat Blk 15 (DS),PRESCHOOL,103.907430588907,1.312546112412
PCF Sparkletots Preschool @ Jurong Central Blk 490 (KN),PRESCHOOL,103.727240367407,1.34958659091958
PCF Sparkletots Preschool @ Jurong Spring Blk 465 (KN),PRESCHOOL,103.723209577902,1.35012594983806
PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 528 (DS),PRESCHOOL,103.716955473046,1.3483196862436
PCF Sparkletots Preschool @ Kaki Bukit Blk 519 (KN),PRESCHOOL,103.928059100985,1.33087464133037
PCF Sparkletots Preschool @ Kaki Bukit Blk 526 (KN),PRESCHOOL,103.929129823959,1.33421551578193
PCF Sparkletots Preschool @ Kampong Chai Chee Blk 135 (KN),PRESCHOOL,103.936506735481,1.32873200878091
PCF Sparkletots Preschool @ Kampong Chai Chee Blk 775 (KN),PRESCHOOL,103.93582197693,1.33655000875482
PCF Sparkletots Preschool @ Kampong Glam Blk 462 (DS),PRESCHOOL,103.860840758836,1.30458617712551
PCF Sparkletots Preschool @ Keat Hong Blk 295 (DS),PRESCHOOL,103.740967964377,1.37816642908623
PCF Sparkletots Preschool @ Keat Hong Blk 411 (DS),PRESCHOOL,103.7412601713,1.38105979174942
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 116 (DS),PRESCHOOL,103.911863015232,1.32278532818172
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 326 (KN),PRESCHOOL,103.903801524218,1.32717743248404
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 59 (KN),PRESCHOOL,103.92024673054,1.32488916006591
PCF SPARKLETOTS PRESCHOOL @ KRETA AYER-KIM SENG BLK 79 (DS),PRESCHOOL,103.828690178431,1.29107461638082
PCF Sparkletots Preschool @ Kreta Ayer-Kim Seng Blk 8 (DS),PRESCHOOL,103.870430264756,1.31298449250121
PCF Sparkletots Preschool @ Macpherson Blk 108 (KN),PRESCHOOL,103.885168796429,1.31901275469313
PCF Sparkletots Preschool @ Macpherson Blk 31 (KN),PRESCHOOL,103.88540800234,1.3296823206226
PCF Sparkletots Preschool @ Marine Parade Blk 46 (DS),PRESCHOOL,103.912659621658,1.30510474291299
PCF Sparkletots Preschool @ Marsiling Blk 32 (KN),PRESCHOOL,103.772918125345,1.44337609505476
PCF Sparkletots Preschool @ Marymount Blk 231 (DS),PRESCHOOL,103.845845691857,1.35729122095241
PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),PRESCHOOL,103.852209772221,1.31391658403565
PCF Sparkletots Preschool @ Mountbatten Blk 51 (KN),PRESCHOOL,103.885731691492,1.30810981335455
PCF Sparkletots Preschool @ Nanyang Blk 934 (KN),PRESCHOOL,103.688737681877,1.34223794158474
PCF Sparkletots Preschool @ Nee Soon Central Blk 646 (DS),PRESCHOOL,103.837491394187,1.42211202299166
PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),PRESCHOOL,103.841581273115,1.41919116256839
PCF Sparkletots Preschool @ Toa Payoh Central Blk 157 (KN),PRESCHOOL,103.845452865271,1.33220626015223
PCF Sparkletots Preschool @ Toa Payoh Central Blk 97 (KN),PRESCHOOL,103.847769288867,1.33862553544809
PCF Sparkletots Preschool @ Toa Payoh East Blk 45 (DS),PRESCHOOL,103.853751153692,1.33586536053977
PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 131 (DS),PRESCHOOL,103.843250727572,1.33796172734574
PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 205 (DS),PRESCHOOL,103.847727627447,1.34220948238466
PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 24 (DS),PRESCHOOL,103.785514310348,1.30896726726612
PCF Sparkletots Preschool @ West Coast Blk 728 (KN),PRESCHOOL,103.76360266545,1.30561272185902
PCF Sparkletots Preschool @ Whampoa Blk 106 (DS),PRESCHOOL,103.86099783467,1.32102000591403
Shalom Kindergarten,PRESCHOOL,103.958174532449,1.37843836112564
Singapore Hokkien Huay Kuan Pre-School,PRESCHOOL,103.938413823548,1.3156366867206
SKOOL4KIDZ CENTRE (DS),PRESCHOOL,103.833925662064,1.4451488828565
Soka Kindergarten,PRESCHOOL,103.943349428312,1.34463290496077
Sri Sathya Sai Kindergarten,PRESCHOOL,103.93673258097,1.38310156402033
St. Hilda's Church Kindergarten,PRESCHOOL,103.900785598733,1.30780886537827
St. James' Church Kindergarten,PRESCHOOL,103.796123266478,1.31286096637294
St. James' Church Kindergarten (Gilstead),PRESCHOOL,103.838323725375,1.31669293009592
St. James' Church Kindergarten (Harding),PRESCHOOL,103.812222955725,1.30444956358397
St. Paul's Church Kindergarten,PRESCHOOL,103.881854278856,1.35857807983784
Sunshine Kindergarten (Watten),PRESCHOOL,103.796801116643,1.32415657475007
Swallows And Amazons Kindergarten,PRESCHOOL,103.793133806944,1.33899462699318
The Ascension Kindergarten,PRESCHOOL,103.866401830857,1.33028062072756
The Caterpillar Clubhouse,PRESCHOOL,103.926893511234,1.35027065067485
The Grange International Preschool,PRESCHOOL,103.853973530853,1.39045609193864
The Little House (Montessori) Kindergarten,PRESCHOOL,103.793133806944,1.33899462699318
The Montessori Playroom Kindergarten,PRESCHOOL,103.89410008795,1.37107838895267
Toa Payoh Methodist Preschool,PRESCHOOL,103.846449867758,1.33409620597309
Tots Town Preschool @ Yishun,PRESCHOOL,103.828762992395,1.43061828858562
Totsville Montessori Kindergarten (Bishan),PRESCHOOL,103.845493593958,1.35794579896955
Totsville Montessori Kindergarten Pte Ltd,PRESCHOOL,103.936411754031,1.38178596091919
TPBC Kindergarten,PRESCHOOL,103.880451217871,1.35058735735798
True Way Presbyterian Kindergarten,PRESCHOOL,103.805684881282,1.29372737995427
Tung Ling Kindergarten,PRESCHOOL,103.906370026138,1.30451985721567
Wee Care Kindergarten,PRESCHOOL,103.843201152693,1.29741707652828
White Lodge Bukit Timah Pte Ltd,PRESCHOOL,103.801672371245,1.33238991560996
White Lodge Kindergarten (East Coast),PRESCHOOL,103.882409414559,1.31001206135022
White Lodge Kindergarten (Phoenix Park),PRESCHOOL,103.814673178198,1.298555646308
White Lodge West Coast Pte Ltd,PRESCHOOL,103.786259570334,1.28013029246683
Zion Bishan Kindergarten,PRESCHOOL,103.854878359659,1.34709066317307
Zulfa Kindergarten,PRESCHOOL,103.697479926063,1.34300945615067
PCF Sparkletots Preschool @ Punggol East Blk 187B (KN,PRESCHOOL,103.905847571802,1.39429790829821
PCF Sparkletots Preschool @ Punggol North Blk 105D (KN,PRESCHOOL,103.905229593297,1.39717529961829
PCF Sparkletots Preschool @ Punggol North Blk 171C (KN,PRESCHOOL,103.91316095011,1.39481474167418
PCF Sparkletots Preschool @ Punggol North Blk 174D (KN,PRESCHOOL,103.909987381971,1.39749399509674
PCF Sparkletots Preschool @ Punggol West Blk 271A (KN,PRESCHOOL,103.900318869469,1.40374539187196
PCF Sparkletots Preschool @ Queenstown Blk 3 (KN,PRESCHOOL,103.807000522532,1.28713355018092
PCF Sparkletots Preschool @ Radin Mas Blk 70A (KN,PRESCHOOL,103.816912472814,1.28700658590108
PCF Sparkletots Preschool @ Sembawang Blk 789 (KN,PRESCHOOL,103.80237840904,1.44333483207998
PCF Sparkletots Preschool @ Sengkang Central Blk 292B (KN,PRESCHOOL,103.898745036855,1.39539858786067
PCF Sparkletots Preschool @ Serangoon Blk 125 (KN,PRESCHOOL,103.872110841071,1.36645062466247
PCF Sparkletots Preschool @ Serangoon Blk 226 (KN,PRESCHOOL,103.870855823643,1.35682204868596
PCF Sparkletots Preschool @ Siglap Blk 170 (KN,PRESCHOOL,103.946111071896,1.32072009894001
PCF Sparkletots Preschool @ Tampines Central Blk 856 (KN,PRESCHOOL,103.936557639581,1.35344323889157
PCF Sparkletots Preschool @ Tampines Central Blk 868A (KN,PRESCHOOL,103.933979621553,1.35477615923053
PCF Sparkletots Preschool @ Tampines East Blk 261 (KN,PRESCHOOL,103.950965479305,1.35430348301924
Hanis Montessori Kindergarten (Pasir Ris,PRESCHOOL,103.937049592237,1.37406385993511
Hanis Montessori Kindergarten (Tampines,PRESCHOOL,103.958609334889,1.3564245043644
Hanis Montessori Kindergarten (Woodlands,PRESCHOOL,103.774859403272,1.42728730224269
Heartfield Kindergarten,PRESCHOOL,103.833893297789,1.31705948582065
Holy Grace Kindergarten,PRESCHOOL,103.93948239896,1.31408913751188
Hope Community Kindergarten (Choa Chu Kang,PRESCHOOL,103.740253371367,1.3777677126535
Hope Community Kindergarten (Sembawang,PRESCHOOL,103.814545962606,1.45475508257236
Hope Community Kindergarten (Tampines,PRESCHOOL,103.952153518306,1.36140392768635
House on the Hill Montessori Pre-School,PRESCHOOL,103.771129088639,1.29153713994679
Ichiban Nurtureland Kindergarten (Choa Chu Kang,PRESCHOOL,103.745756863098,1.37729300082056
Idealkidz,PRESCHOOL,103.812740482752,1.44477273561017
Iman Kindergarten (CCK,PRESCHOOL,103.741798788286,1.39262691928141
Iman Kindergarten (Tenagaville,PRESCHOOL,103.907363530901,1.33219242402731
Iman Kindergarten (Yishun,PRESCHOOL,103.836539122751,1.42576336379243
Zulfa Kindergarten @ Choa Chu Kang,PRESCHOOL,103.736662616157,1.38170882577146
Zulfa Kindergarten @ Pasir Ris Pte Ltd,PRESCHOOL,103.940918762595,1.37979336853119
Zulfa Kindergarten @ Sembawang Mart PTE LTD,PRESCHOOL,103.819543348907,1.45384518348657
LES OLIVIERS,PRESCHOOL,103.79678658985,1.32402561985016
Bubbles Learning House @ Yishun,PRESCHOOL,103.838824200687,1.43403211157968
CAMBRIDGE @ MACPHERSON PTE LTD,PRESCHOOL,103.87028247663,1.32794760089383
AL-NASRY CHILDCARE PTE. LTD.,PRESCHOOL,103.962434471633,1.3550177865997
Brilliant Tots Junior Pte Ltd,PRESCHOOL,103.774775675855,1.34378558183199
E-Bridge Pre-School Pte Ltd,PRESCHOOL,103.897033079993,1.39019431049357
Greentree Montessori Children Cottage,PRESCHOOL,103.828050233009,1.43902186951342
Heartyland Preschool Pte Ltd,PRESCHOOL,103.763430577078,1.37728754632555
Charis Montessori @ BLC,PRESCHOOL,103.93810624566,1.32113810446232
Chatsworth Preschool,PRESCHOOL,103.768262246564,1.29969494328716
Little Footprints Preschool Pte Ltd,PRESCHOOL,103.693802597794,1.34001142396413
Maplebear Playworks Pte. Ltd.,PRESCHOOL,103.852301355329,1.3209539581774
PCF Sparkletots Preschool @ Bedok Reservoir Punggol Blk 475C (DS,PRESCHOOL,103.899995257604,1.37521818176541
PCF Sparkletots Preschool @ Bedok Reservoir Punggol Blk 713 (DS,PRESCHOOL,103.922392174488,1.33631179918593
PCF Sparkletots Preschool @ Bishan North Blk 231 (DS,PRESCHOOL,103.845845691857,1.35729122095241
PCF Sparkletots Preschool @ Boon Lay Blk 207 (DS,PRESCHOOL,103.713568354858,1.34658609503224
My First Skool,PRESCHOOL,103.739958241142,1.35809190367644
MY FIRST SKOOL (DS,PRESCHOOL,103.79603161214,1.44392118162242
MY LITTLE GEMS PRIVATE LIMITED,PRESCHOOL,103.90545780815,1.32061534162175
PCF Sparkletots Preschool @ Sengkang South Blk 452 (DS,PRESCHOOL,103.896307995728,1.37849144238889
PCF Sparkletots Preschool @ Sengkang South Blk 535 (DS,PRESCHOOL,103.890133776807,1.37644173875211
PCF Sparkletots Preschool @ Sengkang West Blk 330A (DS,PRESCHOOL,103.889865436032,1.39662722834564
PCF Sparkletots Preschool @ Sengkang West Blk 416A (DS,PRESCHOOL,103.879963567349,1.39061196174241
PCF Sparkletots Preschool @ Taman Jurong Blk 352 (DS,PRESCHOOL,103.720184389053,1.33936578311752
PCF Sparkletots Preschool @ Tampines Central Blk 725 (DS,PRESCHOOL,103.935334498647,1.3569845022809
PCF Sparkletots Preschool @ Braddell Heights Blk 417 (DS,PRESCHOOL,103.875055744068,1.34993638310019
PCF Sparkletots Preschool @ Bukit Gombak Blk 535 (DS,PRESCHOOL,103.750399552477,1.35497074807121
PCF Sparkletots Preschool @ Buona Vista Blk 4 (DS,PRESCHOOL,103.795646465964,1.30796826387313
PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS,PRESCHOOL,103.796796439331,1.30164998575649
PCF Sparkletots Preschool @ Canberra Blk 330 (DS,PRESCHOOL,103.81781164141,1.44680506942243
PCF Sparkletots Preschool @ Clementi Blk 330 (DS,PRESCHOOL,103.767781829665,1.31374469736137
PCF Sparkletots Preschool @ Fengshan Blk 126 (DS,PRESCHOOL,103.938917895267,1.3281682927413
PAT'S SCHOOLHOUSE PTE. LTD.,PRESCHOOL,103.83175791999,1.29380234644512
PCF Sparkletots Preschool @ Admiralty Blk 581 (DS,PRESCHOOL,103.796403908477,1.42989029250495
PCF Sparkletots Preschool @ Admiralty Blk 687B (DS,PRESCHOOL,103.80716195226,1.44188537579834
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 632 (DS,PRESCHOOL,103.880591946023,1.37056741706024
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 970 (DS,PRESCHOOL,103.880363807334,1.37879978868231
PCF Sparkletots Preschool @ Ayer Rajah Blk 48 (DS,PRESCHOOL,103.739967674523,1.32049772842144
PCF Sparkletots Preschool @ Bedok Blk 30 (DS,PRESCHOOL,103.9364238972,1.32352677837468
PCF Sparkletots Preschool @ Bedok Reservoir Punggol Blk 414 (DS,PRESCHOOL,103.895995988498,1.37490432555168
PCF Sparkletots Preschool @ Potong Pasir Blk 143 (DS,PRESCHOOL,103.866168853054,1.33290760445287
PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS,PRESCHOOL,103.905762209088,1.40377788424828
PCF Sparkletots Preschool @ Punggol Coast Blk 676B (DS,PRESCHOOL,103.910209757484,1.40489140406515
PCF Sparkletots Preschool @ Punggol North Blk 663A (DS,PRESCHOOL,103.917080044177,1.40024347462967
PCF Sparkletots Preschool @ Punggol West Blk 308B (DS,PRESCHOOL,103.898878690366,1.40776677168871
PCF Sparkletots Preschool @ Sengkang Central Blk 231 (DS,PRESCHOOL,103.901353499076,1.38914379635486
SKOOL4KIDZ CENTRE,PRESCHOOL,103.93740176531,1.36230165582988
SKOOL4KIDZ CENTRE,PRESCHOOL,103.881672473506,1.383826725887
SKOOL4KIDZ CENTRE (DS,PRESCHOOL,103.833925662064,1.4451488828565
PCF Sparkletots Preschool @ Tampines East Blk 262 (DS,PRESCHOOL,103.950970405822,1.35375663739036
PCF Sparkletots Preschool @ Tampines West Blk 140 (DS,PRESCHOOL,103.943814803455,1.34755779198493
PCF Sparkletots Preschool @ Tampines-Changkat Blk 106 (DS,PRESCHOOL,103.947675434971,1.34753917636958
PCF Sparkletots Preschool @ Teck Ghee Blk 301 (DS,PRESCHOOL,103.845903594016,1.36742110670752
PCF Sparkletots Preschool @ Telok Blangah Blk 78A (DS,PRESCHOOL,103.808934807455,1.27338251281534
PCF Sparkletots Preschool @ Toa Payoh West-Balestier Blk 205 (DS,PRESCHOOL,103.847727627447,1.34220948238466
PCF Sparkletots Preschool @ Toa Payoh West-Balestier Blk 45 (DS,PRESCHOOL,103.853751153692,1.33586536053977
PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 24 (DS,PRESCHOOL,103.785514310348,1.30896726726612
PCF Sparkletots Preschool @ Whampoa Blk 85 (DS,PRESCHOOL,103.856444479793,1.32278919602279
PCF Sparkletots Preschool @ Yew Tee Blk 608 (DS,PRESCHOOL,103.744645763617,1.39846759226666
PCF Sparkletots Preschool @ Yew Tee Blk 682 (DS,PRESCHOOL,103.745291163453,1.40251052981138
PCF Sparkletots Preschool @ Hougang Blk 328 (DS,PRESCHOOL,103.896534516217,1.36874824412798
PCF Sparkletots Preschool @ Jalan Kayu Blk 518 (DS,PRESCHOOL,103.874102223007,1.37164172621645
PCF Sparkletots Preschool @ Jalan Kayu Blk 556 (DS,PRESCHOOL,103.857625376965,1.37203235928374
PCF Sparkletots Preschool @ Jalan Kayu Blk 987C (DS,PRESCHOOL,103.878283916604,1.37939224446677
PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 999 (DS,PRESCHOOL,103.879946273543,1.38456386152601
PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 528 (DS,PRESCHOOL,103.716955473046,1.3483196862436
PCF Sparkletots Preschool @ Kampong Glam Blk 462 (DS,PRESCHOOL,103.860840758836,1.30458617712551
PCF Sparkletots Preschool @ Keat Hong Blk 295 (DS,PRESCHOOL,103.740967964377,1.37816642908623
PCF Sparkletots Preschool @ Keat Hong Blk 411 (DS,PRESCHOOL,103.7412601713,1.38105979174942
PCF Sparkletots Preschool @ Keat Hong Blk 801 (DS,PRESCHOOL,103.743449894478,1.37524902480592
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 116 (DS,PRESCHOOL,103.911863015232,1.32278532818172
